x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,L/R,label
0.6577687859535217,0.9490705728530884,-1.2722102837869897e-06,0.5351993441581726,0.8450967669487,-0.055430181324481964,0.4500653147697449,0.620378315448761,-0.07556649297475815,0.41742441058158875,0.4179656505584717,-0.09503032267093658,0.4196459650993347,0.25546330213546753,-0.09811119735240936,0.5160647034645081,0.381765753030777,-0.002569526666775346,0.4890367090702057,0.27786678075790405,-0.0667673721909523,0.49348241090774536,0.468624085187912,-0.09222720563411713,0.5099577903747559,0.49487486481666565,-0.10316669940948486,0.593355119228363,0.3826972544193268,-0.0018925243057310581,0.5599887371063232,0.3053171634674072,-0.07337266951799393,0.5534281730651855,0.529693603515625,-0.07555931061506271,0.5738991498947144,0.5185642242431641,-0.06031956523656845,0.6696915626525879,0.41448014974594116,-0.016902266070246696,0.6406603455543518,0.3217119574546814,-0.09042112529277802,0.6183239221572876,0.5397108793258667,-0.05814112350344658,0.6368129849433899,0.5470220446586609,-0.019054744392633438,0.7423861026763916,0.4667390286922455,-0.0386299192905426,0.7099813222885132,0.4351122975349426,-0.0800851583480835,0.6755598783493042,0.576308012008667,-0.06066153943538666,0.6870326995849609,0.5883156061172485,-0.035745661705732346,Left,a
0.5987529754638672,0.9503265619277954,-1.3788707065032213e-06,0.45050543546676636,0.85149085521698,-0.061101414263248444,0.3429321050643921,0.5932217836380005,-0.08145762234926224,0.2933077812194824,0.36173000931739807,-0.09863800555467606,0.27397042512893677,0.18286895751953125,-0.09686139225959778,0.40641409158706665,0.2990145683288574,-0.016931015998125076,0.3549559712409973,0.2063591331243515,-0.0853738933801651,0.37671107053756714,0.43088498711586,-0.11263589560985565,0.40257787704467773,0.467044472694397,-0.12526211142539978,0.4953712821006775,0.2835727334022522,-0.014519289135932922,0.4373815655708313,0.2306663542985916,-0.0843953937292099,0.4514407217502594,0.49202919006347656,-0.08120190352201462,0.47906991839408875,0.48444414138793945,-0.06457339227199554,0.5847941637039185,0.31235647201538086,-0.028102276846766472,0.5343413352966309,0.2432355284690857,-0.10143154114484787,0.5266842842102051,0.5020085573196411,-0.0632447898387909,0.551376461982727,0.5192984342575073,-0.02244194783270359,0.6701973676681519,0.37108516693115234,-0.04932079091668129,0.617210328578949,0.3626795709133148,-0.09421730041503906,0.5897237062454224,0.537790060043335,-0.07423605024814606,0.6078042387962341,0.5557528138160706,-0.049327343702316284,Left,a
0.5942959189414978,0.7240330576896667,-4.877094283983752e-07,0.5489684343338013,0.6971673965454102,-0.014268647879362106,0.5226663947105408,0.6096106171607971,-0.016667375341057777,0.5201414227485657,0.5316892266273499,-0.01853061281144619,0.5211344361305237,0.477384090423584,-0.015037447214126587,0.5504207015037537,0.5369292497634888,-0.0002965613966807723,0.5503778457641602,0.4874040484428406,-0.019596489146351814,0.548076331615448,0.5578559041023254,-0.026764776557683945,0.5506260395050049,0.5840155482292175,-0.0289715938270092,0.5784577131271362,0.5422312617301941,-0.00035041317460127175,0.5766599178314209,0.49741724133491516,-0.019210273399949074,0.5703256130218506,0.5763915181159973,-0.018717385828495026,0.5736106038093567,0.5888231992721558,-0.01362940389662981,0.6053717136383057,0.5557159781455994,-0.004807372111827135,0.6044028997421265,0.5033687353134155,-0.0249794889241457,0.5931848287582397,0.5806763172149658,-0.01339951902627945,0.5962821245193481,0.5987066626548767,-0.000756423338316381,0.6317987442016602,0.5753592252731323,-0.010844704695045948,0.6257023811340332,0.5468005537986755,-0.023396193981170654,0.6140508651733398,0.5972514748573303,-0.016253868117928505,0.6161549687385559,0.6107203960418701,-0.007666976191103458,Left,a
0.431499719619751,0.8671786785125732,-7.42225438443711e-07,0.33473968505859375,0.7678372263908386,-0.02826838381588459,0.2684895992279053,0.6101484894752502,-0.0442059300839901,0.2337716966867447,0.46420255303382874,-0.06285660713911057,0.2324315756559372,0.34541910886764526,-0.07124783098697662,0.3095709979534149,0.4505973160266876,0.005572449881583452,0.28557491302490234,0.3719276785850525,-0.042267121374607086,0.29720526933670044,0.5001744627952576,-0.06243046000599861,0.31601178646087646,0.5314476490020752,-0.07040052860975266,0.365100234746933,0.44836825132369995,5.0873069994850084e-05,0.332529217004776,0.37185031175613403,-0.047167520970106125,0.3368127644062042,0.5332432389259338,-0.04652271419763565,0.35860323905944824,0.5334663391113281,-0.03512260317802429,0.42645883560180664,0.4623814821243286,-0.015904350206255913,0.3935304284095764,0.3744094967842102,-0.06362519413232803,0.38686105608940125,0.5348604321479797,-0.03685104101896286,0.4052251875400543,0.5509462356567383,-0.007789919152855873,0.48654571175575256,0.4932839274406433,-0.035939447581768036,0.44862136244773865,0.445001482963562,-0.06114880368113518,0.431768000125885,0.5490179061889648,-0.042665865272283554,0.4464648365974426,0.5690737962722778,-0.02240397408604622,Left,a
0.8576160073280334,0.8775129914283752,-7.753687327749503e-07,0.7782208919525146,0.771293044090271,-0.03663906082510948,0.7382968068122864,0.6148866415023804,-0.050779178738594055,0.7361405491828918,0.4736049771308899,-0.0632859542965889,0.7542916536331177,0.37731072306632996,-0.06444060057401657,0.7933281064033508,0.4929467439651489,-0.00534946471452713,0.8021255731582642,0.4085683822631836,-0.04376161843538284,0.7892369031906128,0.5327484011650085,-0.05733407661318779,0.7891082763671875,0.5459414124488831,-0.06308313459157944,0.8436725735664368,0.5140306353569031,-0.0018266495317220688,0.844607412815094,0.43439924716949463,-0.044432613998651505,0.8237243294715881,0.5764675140380859,-0.04623252898454666,0.826711893081665,0.5650811791419983,-0.03838878124952316,0.892869234085083,0.5474022030830383,-0.00729887280613184,0.8929798603057861,0.4636521637439728,-0.04815102368593216,0.8683834671974182,0.5994070768356323,-0.0266399048268795,0.8734349608421326,0.5998416543006897,-0.003738194005563855,0.9371598958969116,0.5881527066230774,-0.016905056312680244,0.9281251430511475,0.5533811450004578,-0.03598539158701897,0.9063553810119629,0.6364670991897583,-0.02153518982231617,0.9147679805755615,0.6409807801246643,-0.006661273073405027,Left,a
0.5070279240608215,0.7918123006820679,-6.26407256731909e-07,0.43491464853286743,0.7341247200965881,-0.016261165961623192,0.38717398047447205,0.6260397434234619,-0.023099571466445923,0.3647345304489136,0.5268000364303589,-0.032666534185409546,0.3557093143463135,0.4465385973453522,-0.03606058284640312,0.4252530038356781,0.5139299035072327,0.010773309506475925,0.3926292657852173,0.45258828997612,-0.022216536104679108,0.4007214903831482,0.5424624681472778,-0.03977204114198685,0.41767123341560364,0.5728992819786072,-0.047445688396692276,0.4603886604309082,0.5073971748352051,0.00615550484508276,0.4241792559623718,0.45219340920448303,-0.026298528537154198,0.4279179275035858,0.5595400333404541,-0.02899489551782608,0.4466457962989807,0.5747931003570557,-0.02306901291012764,0.49842721223831177,0.5139172673225403,-0.0059087746776640415,0.4636537432670593,0.4505329430103302,-0.0379844605922699,0.45922595262527466,0.5592845678329468,-0.023843444883823395,0.47695139050483704,0.5820097923278809,-0.006270504556596279,0.5375310778617859,0.5344079732894897,-0.020632406696677208,0.5013192296028137,0.5014887452125549,-0.038388896733522415,0.4903891682624817,0.5718312859535217,-0.029050784185528755,0.5051526427268982,0.5925759077072144,-0.017098646610975266,Left,a
0.7054998278617859,0.8534599542617798,-1.0533115073485533e-06,0.5845452547073364,0.7872891426086426,-0.05117327719926834,0.49207019805908203,0.5606722831726074,-0.061468273401260376,0.4565693736076355,0.3438316285610199,-0.07151716947555542,0.451218843460083,0.1824347823858261,-0.06657372415065765,0.5432689189910889,0.33983877301216125,0.024823661893606186,0.5292453765869141,0.20323346555233002,-0.031024480238556862,0.537601113319397,0.3726480305194855,-0.05413667857646942,0.5494993329048157,0.4386189877986908,-0.06098063662648201,0.6182354688644409,0.32578030228614807,0.028253566473722458,0.6007115840911865,0.2028055340051651,-0.03159448131918907,0.5938268899917603,0.41624611616134644,-0.03625040501356125,0.6053377389907837,0.4432976245880127,-0.02026180922985077,0.6938685774803162,0.3469580113887787,0.015297464095056057,0.6831729412078857,0.21861541271209717,-0.04886738210916519,0.6646255850791931,0.4178721606731415,-0.024235373362898827,0.6742466688156128,0.45617789030075073,0.011499889194965363,0.7719826698303223,0.38954398036003113,-0.0035353151615709066,0.7497685551643372,0.325701504945755,-0.0414232462644577,0.7250835299491882,0.4577837884426117,-0.025432128459215164,0.7339794039726257,0.4882158041000366,-0.0013808018993586302,Left,a
0.6460765600204468,0.6851644515991211,-4.247766867138125e-07,0.6007710695266724,0.647115170955658,-0.014158614911139011,0.5728451013565063,0.5691002607345581,-0.019339779391884804,0.5677354335784912,0.4948200285434723,-0.024479180574417114,0.5684106349945068,0.44171303510665894,-0.024967294186353683,0.6024830341339111,0.49745437502861023,-0.002858937717974186,0.5954346656799316,0.45017725229263306,-0.022930514067411423,0.5939965844154358,0.5159329771995544,-0.03168622776865959,0.5989273190498352,0.5377920866012573,-0.03538963943719864,0.6290138363838196,0.502086341381073,-0.003268922446295619,0.6198886632919312,0.4590555429458618,-0.022959090769290924,0.6156290173530579,0.5337465405464172,-0.023525213822722435,0.6212282180786133,0.544884443283081,-0.019711043685674667,0.6562725901603699,0.514144778251648,-0.007764120120555162,0.6479578018188477,0.464069664478302,-0.02795553393661976,0.6386227011680603,0.538896381855011,-0.01737392693758011,0.6439734101295471,0.5564896464347839,-0.0058438717387616634,0.6830751299858093,0.5336569547653198,-0.013821624219417572,0.669538676738739,0.5068968534469604,-0.02571529522538185,0.659713625907898,0.554963231086731,-0.018922558054327965,0.665925145149231,0.5681025981903076,-0.0108930179849267,Left,a
0.48244380950927734,0.7672833204269409,-7.24631149751076e-07,0.3852978050708771,0.7439658641815186,-0.01324443332850933,0.31347084045410156,0.6535556316375732,-0.014642748050391674,0.275543749332428,0.5536947846412659,-0.020878499373793602,0.2510643005371094,0.469732403755188,-0.01961463876068592,0.3472793400287628,0.5247598886489868,0.03319932520389557,0.30626800656318665,0.4692020118236542,-0.0039853318594396114,0.3267386257648468,0.5635248422622681,-0.02576018124818802,0.34775102138519287,0.5862506031990051,-0.03483749181032181,0.3838912844657898,0.5023201107978821,0.026505470275878906,0.34022656083106995,0.4464681148529053,-0.012715470977127552,0.3584406077861786,0.5640058517456055,-0.020780114457011223,0.38149794936180115,0.5694456100463867,-0.015043607912957668,0.42464637756347656,0.4871627986431122,0.01052810437977314,0.37929797172546387,0.42172104120254517,-0.026607489213347435,0.3904721736907959,0.5410394072532654,-0.013162209652364254,0.41417017579078674,0.5545320510864258,0.007361288648098707,0.4724390208721161,0.48000743985176086,-0.008240332826972008,0.43272238969802856,0.4496036469936371,-0.025801368057727814,0.4301599860191345,0.5299744606018066,-0.014396723359823227,0.4490107297897339,0.5415399074554443,0.0006772465421818197,Left,a
0.8318289518356323,0.8553026914596558,-6.981941282901971e-07,0.7605821490287781,0.7594964504241943,-0.040898486971855164,0.7205050587654114,0.6252526044845581,-0.059008464217185974,0.7182520627975464,0.5031870603561401,-0.07314728200435638,0.7350256443023682,0.4167886972427368,-0.07575073093175888,0.7728757262229919,0.4931434392929077,-0.022300969809293747,0.7787231802940369,0.431277334690094,-0.0559697262942791,0.768547773361206,0.5504365563392639,-0.06413737684488297,0.7710244655609131,0.5569118857383728,-0.06755108386278152,0.8206337690353394,0.5117895603179932,-0.015459348447620869,0.8205410838127136,0.4532408118247986,-0.05437169596552849,0.8012641072273254,0.5879250168800354,-0.05230981111526489,0.803878128528595,0.5715046525001526,-0.043970100581645966,0.8659198880195618,0.5425466895103455,-0.016268359497189522,0.866138219833374,0.4854113459587097,-0.053279805928468704,0.8428395986557007,0.6092040538787842,-0.031455330550670624,0.8453816175460815,0.6031975746154785,-0.010513572953641415,0.9045208096504211,0.5792811512947083,-0.02146538905799389,0.8998914957046509,0.5580278635025024,-0.03931921720504761,0.8783258199691772,0.6357026100158691,-0.02600443735718727,0.8825132250785828,0.6369435787200928,-0.01315756980329752,Left,a
